Network_id,Network Name,City,Country,Location_Latitude,Location_Longitude
velostanlib,vélOstan'lib,Nancy,FR,48.692054,6.184417
velov,Vélo'V,Lyon,FR,45.764043,4.835659
velozef,VéloZef,Brest,FR,48.3905,-4.48732
velyceo,vélYcéo,Saint-Nazaire,FR,47.2806,-2.2086
venezia,Venezia,Venezia,IT,45.4408474,12.3155151
vercelli,Vercelli,Vercelli,IT,45.32022720000001,8.418573499999999
verdeciclos,VerdeCiclos,Caldas de Reis,ES,42.6041,-8.6419
veturilo-nextbike-warsaw,VETURILO 3.0,Warsaw,PL,52.2581,20.9949
via-velo,VIA Vélo,Val d'Ille-Aubigné,FR,48.2181,-1.6947
villo,villo,Bruxelles,BE,50.8503396,4.3517103
vilnius-cyclocity,Cyclocity,Vilnius,LT,54.6871555,25.2796514
vilvolt,Vilvolt,Epinal,FR,48.1833,6.4508
visa-frankfurt,VISA,Frankfurt,DE,50.1072,8.66375
vitelinhas,Vitelinhas,Fafe,PT,41.4513,-8.1728
vlille,V'Lille,Lille,FR,50.62925,3.057256
vrn-bensheim,VRN,Bensheim,DE,49.6803,8.6189
vrn-burstadt,VRN,Bürstadt,DE,49.6461,8.44917
vrn-eppelheim,VRN,Eppelheim,DE,49.4025,8.6331
vrn-heidelberg,VRN,Heidelberg,DE,49.4023,8.67577
vrn-heppenheim,VRN,Heppenheim,DE,49.6431,8.63889
vrn-kaiserslautern,VRN,Kaiserslautern,DE,49.4413,7.75566
vrn-landau,VRN,Landau in der Pfalz,DE,49.1975,8.11693
vrn-ludwigshafen,VRN,Ludwigshafen,DE,49.4741,8.43287
vrn-mannheim,VRN,Mannheim,DE,49.4869,8.45638
vrn-schwetzingen,VRN,Schwetzingen,DE,49.3863,8.5756
vrn-speyer,VRN,Speyer,DE,49.3126,8.45295
vrn-weinheim,VRN,Weinheim,DE,49.545,8.66027
vrn-worms,VRN,Worms,DE,49.6394,8.34618
vvtregiorad-ellmau,VVT REGIORAD Tirol,Ellmau,AT,47.5134,12.3025
vvtregiorad-kufstein,VVT REGIORAD Tirol,Kufstein,AT,47.583,12.1692
waterford,TFI Bikes,Waterford,IE,52.2475049,-7.1130299
we-cycle,WE-cycle,"Aspen, CO",US,39.194951,-106.837002
we-love-bike,We Love bike,Lodi,IT,45.3097228,9.503715999999999
westbike-erkelenz,westBike,Erkelenz,DE,51.0753,6.31233
westbike-geilenkirchen,westBike,Geilenkirchen,DE,50.9671,6.11886
westbike-heinsberg,westBike,Heinsberg,DE,51.0597,6.11849
westbike-hueckelhoven,westBike,Hückelhoven,DE,51.0529,6.21933
westbike-wegberg,westBike,Wegberg,DE,51.1427,6.2813
westcargo-bath,WESTcargo Bath,Bath,GB,51.3814,-2.35519
westcargo-bristol,WESTcargo Bristol,Bristol,GB,51.4587,-2.57355
whitebikes,WhiteBikes,Bratislava,SK,48.149424,17.113922
wienmobil-rad,WienMobil Rad,Wien,AT,48.2081743,16.3738189
winsenrad,WinsenRad,Winsen (Luhe),DE,53.3547,10.2067
wk-bike-bremen-bremen,WK-Bike,Bremen,DE,53.0781,8.80132
wolf-ride-bike-share,Wolf Ride Bike Share (Stony Brook University),Stony Brook,US,40.9124,-73.1249
wrm-wroclaw,WRM,Wrocław,PL,51.1097,17.0485
wupsi,wupsiRad Leverkusen,Leverkusen,DE,51.0732,7.00814
xian-public-bicycle,Xi'an Public Bicycle,西安 (Xi'an),CN,34.2688,108.9458
yelo-velo,Yélo Vélo,La Rochelle,FR,46.1591,-1.1509
youbike-chiayi-city,YouBike,台灣 Chiayi City,TW,23.4797,120.4397
youbike-hsinchu-city,YouBike,新竹市 Hsinchu City,TW,24.8018,120.9714
youbike-hsinchu-county,YouBike,新竹縣 Hsinchu County,TW,24.8269,121.0129
youbike-hsinchu-science-park,YouBike,新竹科學工業園區 Hsinchu Science Park,TW,24.7818,121.005
youbike-kaohsiung-city,YouBike,高雄市 Kaohsiung City,TW,22.6314,120.3018
youbike-miaoli-county,YouBike,台灣 Miaoli County,TW,24.5648,120.8185
youbike-new-taipei,YouBike,新北市 New Taipei,TW,25.0169826,121.4627868
youbike-pingtung-county,YouBike,屏東縣 Pingtung County,TW,22.683,120.4879
youbike-putian-city,YouBike,莆田市 (Putian City),CN,25.4504,119.0126
youbike-taichung,YouBike,臺中市 Taichung City,TW,24.1477358,120.6736482
youbike-tainan-city,YouBike,臺南市 Tainan City,TW,22.9923,120.185
youbike-taipei,YouBike,台北市 Taipei City,TW,25.0329636,121.5654268
youbike-taoyuan,YouBike,桃園市 Taoyuan City,TW,24.9936281,121.3009798
yoy-san-luis-potosi,YOY - San Luis Potosi,San Luis Potosi,MX,22.438,-100.514
yoy-san-luis-potosi-cancun,YOY - San Luis Potosi,Cancún,MX,21.1675,-86.8498
yverdon-les-bains,Donkey Republic Yverdon-les-Bains,Yverdon-les-Bains,CH,46.7788,6.6414
zebullo,ZébullO,Reims,FR,49.2628,4.0347
zena-by-bike,Zena By Bike,Genova,IT,44.40430089372731,8.92908986230462
zoov-paris-sud,Zoov,Paris Sud,FR,48.7429,2.238
